,Estimate!!Total!!Population for whom poverty status is determined,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!Under 18 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!18 to 64 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!60 years and over,Estimate!!Total!!Population for whom poverty status is determined!!AGE!!65 years and over,Estimate!!Total!!Population for whom poverty status is determined!!SEX!!Male,Estimate!!Total!!Population for whom poverty status is determined!!SEX!!Female,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),"Estimate!!Total!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree",Estimate!!Total!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male,Estimate!!Total!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female,Estimate!!Total!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over,"Estimate!!Total!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months",Estimate!!Total!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months,Estimate!!Total!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars),"Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months",Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work,Estimate!!Total!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Population in housing units for whom poverty status is determined,Estimate!!Below poverty level!!Population for whom poverty status is determined,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Under 5 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!5 to 17 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!Under 18 years!!Related children of householder under 18 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years!!18 to 34 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!18 to 64 years!!35 to 64 years,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!60 years and over,Estimate!!Below poverty level!!Population for whom poverty status is determined!!AGE!!65 years and over,Estimate!!Below poverty level!!Population for whom poverty status is determined!!SEX!!Male,Estimate!!Below poverty level!!Population for whom poverty status is determined!!SEX!!Female,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),"Estimate!!Below poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",Estimate!!Below poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Below poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree",Estimate!!Below poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Male,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Employed!!Female,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Male,Estimate!!Below poverty level!!Population for whom poverty status is determined!!EMPLOYMENT STATUS!!Civilian labor force 16 years and over!!Unemployed!!Female,Estimate!!Below poverty level!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over,"Estimate!!Below poverty level!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked full-time, year-round in the past 12 months",Estimate!!Below poverty level!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Worked part-time or part-year in the past 12 months,Estimate!!Below poverty level!!Population for whom poverty status is determined!!WORK EXPERIENCE!!Population 16 years and over!!Did not work,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Male,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Female,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!15 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!16 to 17 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!18 to 24 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!25 to 34 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!35 to 44 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!45 to 54 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!55 to 64 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!65 to 74 years,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!75 years and over,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Mean income deficit for unrelated individuals (dollars),"Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked full-time, year-round in the past 12 months","Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Worked less than full-time, year-round in the past 12 months",Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Did not work,Estimate!!Below poverty level!!UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED!!Population in housing units for whom poverty status is determined,Year,State
2,4876863,1104558,289482,815076,1100341,2945763,1049984,1895779,1158926,826542,2360812,2516051,3271937,1278524,20992,68725,1633,84616,150436,218981,3177457,3356623,409790,1019024,1020479,907330,2284782,2162323,1132321,1030002,122459,63117,59342,3901621,1622258,753111,1526252,887971,424075,463896,1002,2916,98141,149986,96184,120007,162805,136445,120485,7345,344581,158482,384908,4866906,769819,245896,73634,172262,242038,437112,198979,238133,130310,86811,329724,440095,375984,322792,3925,9427,327,27633,29731,60845,352725,425347,117501,156103,111434,40309,186624,144896,58556,86340,41728,17980,23748,547410,49253,142780,355377,262274,110462,151812,984,2770,54076,35549,24374,35858,53014,30599,25050,(X),13960,69067,179247,761560,2021,ALABAMA
3,719086,179024,49770,129254,177927,451314,176251,275063,134589,88748,372399,346687,449159,22074,104207,46759,10601,13932,72354,52128,425718,477662,31551,134418,164060,147633,362746,337804,179444,158360,24942,14773,10169,558830,237834,161701,159295,151050,84200,66850,295,763,16088,35378,21110,21101,26656,19540,10119,7712,69026,41475,40549,706706,75016,23533,7657,15876,22470,44879,21728,23151,10724,6604,36324,38692,32478,2504,24621,4463,1780,1438,7732,5218,30572,42050,6905,19140,11607,4398,23201,16535,7461,9074,6666,3872,2794,53686,4154,20567,28965,30084,15222,14862,288,763,6157,5751,3900,3721,5594,2498,1412,(X),2025,11935,16124,72869,2021,ALASKA
4,6926281,1585734,404411,1181323,1578206,4108086,1563860,2544226,1655742,1232461,3431400,3494881,4892803,302854,291321,230638,13233,471326,724106,2209451,3710549,4718834,540420,1099505,1589062,1489847,3384751,3196216,1713254,1482962,188535,99302,89233,5524524,2319110,1197571,2007843,1401197,708724,692473,2036,4934,170628,290498,162727,172771,221255,200286,176062,7966,609859,303874,487464,6905124,934911,297659,82353,215306,290849,526260,248903,277357,160705,110992,430677,504234,561370,56760,90957,25106,1784,89682,109252,402027,341689,513328,128424,151703,158867,74334,259472,205629,102478,103151,53843,26275,27568,667703,65592,197454,404657,321813,151077,170736,1983,4584,71972,52562,32814,36848,55830,33739,31481,(X),19575,105577,196661,921761,2021,ARIZONA
5,2923735,692975,181201,511774,689913,1739294,629733,1109561,679338,491466,1434665,1489070,2172373,437329,16763,45625,10469,86190,154986,232000,2070826,1981220,239250,669710,585030,487230,1376423,1303864,679618,624246,72559,39958,32601,2311264,982739,449795,878730,550086,265061,285025,635,2150,68214,91401,62378,71367,99392,80124,74425,7153,213894,106480,229712,2918008,468113,151704,47169,104535,148923,266675,122569,144106,75524,49734,206700,261413,283974,123530,3446,4948,2979,20887,28349,50586,262648,257143,61472,105641,67373,22657,117907,93843,39994,53849,24064,11196,12868,330767,34819,87781,208167,161085,69106,91979,635,2106,33646,21844,16612,21788,32065,17953,14436,(X),10282,44277,106526,463933,2021,ARKANSAS
6,38701352,8849437,2307240,6542197,8812988,24272925,9235379,15037546,7860814,5578990,19233504,19467848,20181503,2129989,350401,5803486,144991,5928297,4162685,15319764,13852656,26463794,4131766,5371923,7539998,9420107,19894773,18606136,10075574,8530562,1288637,684092,604545,30876912,13040966,7353743,10482203,6981608,3515605,3466003,9664,24789,661483,1719680,996072,886382,1054834,875904,752800,7939,3061224,1632515,2287869,38516313,4741175,1429686,373702,1055984,1395761,2723100,1234589,1488511,832202,588389,2146549,2594626,2203624,409835,58660,571805,19171,979737,498343,2380287,1203484,2709126,834713,710105,709664,454644,1314968,1002945,483704,519241,312023,156769,155254,3471042,305336,978964,2186742,1711105,757766,953339,9430,23639,335147,300543,188956,201374,279638,195939,176439,(X),87826,502334,1120945,4619896,2021,CALIFORNIA
7,5605422,1245357,319438,925919,1240031,3555059,1351035,2204024,1147328,805006,2819633,2785789,4420014,222804,49945,179760,7918,255857,469124,1227327,3751740,3884749,290977,783345,1128977,1681450,3105883,2963282,1595067,1368215,142601,77467,65134,4504598,2131004,1137241,1236353,1236880,640497,596383,1127,3761,165700,335704,155380,140238,179626,147631,107713,7690,607025,314637,315218,5593754,535976,141821,39234,102587,136977,334490,171919,162571,91331,59665,246395,289581,373665,37363,8752,16826,703,37784,60883,175884,281072,302226,54629,85690,96355,65552,183671,148559,67232,81327,35112,18968,16144,410027,40465,157949,211613,246112,114445,131667,1109,3546,70366,45262,22154,25174,36783,23823,17895,(X),18401,103168,124543,528274,2021,COLORADO
8,3503694,735661,179756,555905,732611,2167030,729179,1437851,851417,601003,1715863,1787831,2526710,372377,8330,163100,1262,209323,222592,595978,2276519,2478942,216546,641138,605821,1015437,1918045,1802006,931678,870328,116039,64377,51662,2860792,1258994,716864,884934,691451,332368,359083,980,1966,54326,141213,74855,91320,125289,103238,98264,7404,294851,150974,245626,3488176,351476,97861,25424,72437,94923,207691,89685,118006,67853,45924,153937,197539,189064,64472,1726,14134,344,51731,30005,127775,139246,211110,52664,74268,48150,36028,106227,78359,31164,47195,27868,14123,13745,264842,15998,86363,162481,146010,65553,80457,980,1920,23676,23251,13541,20074,29239,17688,15641,(X),6367,44354,95289,342481,2021,CONNECTICUT
9,955602,203063,52668,150395,202171,569823,197303,372520,251889,182716,463031,492571,630778,205914,3011,39215,378,27685,48621,93112,583628,680614,58846,205457,184716,231595,488820,461009,235137,225872,27811,14519,13292,776624,334451,174885,267288,190773,87252,103521,220,636,15873,37860,20908,25128,36257,29421,24470,8070,81969,40242,68562,953506,109274,35188,10880,24308,34320,62605,27222,35383,19055,11481,47311,61963,53151,36550,513,4119,66,6360,8515,16911,45982,61360,12268,25446,15194,8452,31728,24337,9953,14384,7391,3418,3973,76954,7346,24485,45123,41767,17121,24646,220,635,8159,6240,3852,5870,9475,3995,3321,(X),2584,12927,26256,107802,2021,DELAWARE
10,651618,123178,42413,80765,122888,447394,200889,246505,113961,81046,310346,341272,260575,294532,1855,25504,332,31667,37153,73323,236487,481722,36478,72921,73819,298504,393534,366030,177184,188846,27504,13554,13950,538371,293157,107005,138209,248787,117594,131193,58,176,23321,90996,38163,26966,31130,22306,15671,8179,145710,48073,55004,644514,100618,28051,8478,19573,27761,61342,30220,31122,16756,11225,42822,57796,14190,72900,585,3446,18,4968,4511,8495,12250,58313,13401,19592,11953,13367,26991,16135,6276,9859,10856,4641,6215,75011,3972,21472,49567,46428,21482,24946,58,176,9285,9515,4429,5848,8590,5257,3270,(X),2457,14196,29775,95123,2021,WASHINGTON DC
11,20928219,4193625,1097848,3095777,4173222,12451600,4290362,8161238,5688515,4282994,10226397,10701822,14201246,3242151,52729,590257,12788,854705,1974343,5524398,11008455,15133330,1618025,4189178,4501399,4824728,10349314,9801622,5138738,4662884,547692,286413,261279,17227826,7150329,3536314,6541183,4281174,2099541,2181633,5926,13126,355866,777014,507858,562776,745761,670840,642007,7618,1798089,834341,1648744,20866165,2744612,763527,215405,548122,744686,1523140,630877,892263,624967,457945,1230391,1514221,1571721,664615,9598,66474,2117,160717,269370,880620,1061435,1689085,390983,593983,432560,271559,737925,583856,264975,318881,154069,74317,79752,2061333,194215,537197,1329921,1027486,453783,573703,5606,12464,162144,144393,99209,126586,196892,148201,131991,(X),62584,276207,688695,2699543,2021,FLORIDA
12,10356895,2494638,633047,1861591,2484771,6409020,2331243,4077777,2070734,1453237,5020261,5336634,5808132,3240362,33754,438321,6752,327818,501756,1024826,5346167,6956500,795753,1874191,1958823,2327733,5246196,4959854,2566589,2393265,286342,140903,145439,8151535,3732918,1708325,2710292,1845369,896021,949348,2696,6696,199489,390561,243812,270797,301728,243947,185643,7792,866146,366048,613175,10339552,1441351,488233,135022,353211,479265,805811,367247,438564,220535,147307,632848,808503,600437,633240,8376,43207,1143,71961,82987,205514,510938,773530,202472,274932,197447,98679,396046,314340,133001,181339,81706,34743,46963,998321,111571,287863,598887,455834,197127,258707,2683,6116,94918,71169,49590,60526,82244,50638,37950,(X),30205,138650,286979,1428650,2021,GEORGIA
13,1414718,303887,84970,218917,302032,845992,301219,544773,357547,264839,706449,708269,329608,25496,4012,536577,148964,21770,348291,152937,297146,1006323,72214,267496,317919,348694,711966,675464,345692,329772,36502,19212,17290,1142435,515837,253972,372626,253202,128439,124763,638,1132,18977,51548,36583,33288,39459,40414,31163,8014,110878,57368,84956,1405156,133740,36482,11147,25335,34767,75275,31340,43935,30564,21983,62143,71597,32950,2376,825,33001,27821,1572,35195,18730,28552,83587,12613,31010,24691,15273,36240,28035,12497,15538,8205,4425,3780,101607,7910,29660,64037,58332,27189,31143,622,1067,8511,9841,7286,6456,10367,7744,6438,(X),3184,17820,37328,127621,2021,HAWAII
14,1780875,452483,113384,339099,450172,1045196,389126,656070,393243,283196,893028,887847,1541955,11266,21777,24244,2906,76981,101746,230300,1436587,1170540,102391,307098,416604,344447,879525,844341,459928,384413,35184,19720,15464,1380318,571921,371266,437131,317810,160844,156966,525,1713,50370,58607,35278,37872,51208,44557,37680,7204,127614,82555,107641,1777228,202560,61481,18940,42541,59300,118835,62867,55968,32530,22244,91224,111336,163301,2769,5623,3575,934,13042,13316,38337,145088,106054,19146,36527,35442,14939,64212,55402,25069,30333,8810,4671,4139,146983,16104,56602,74277,81182,34976,46206,520,1642,25361,11748,6771,8045,12587,7586,6922,(X),5871,33333,41978,200114,2021,IDAHO
15,12529291,2845727,733051,2112676,2834919,7731871,2785719,4946152,2756601,1951693,6161384,6367907,8516060,1727701,41440,712921,4939,789459,736771,2215044,7559419,8621049,845860,2167763,2451907,3155519,6650581,6241680,3270900,2970780,408901,220186,188715,10022156,4505573,2323076,3193507,2478675,1214434,1264241,3171,7022,249351,549176,306854,309849,396984,338823,317445,7870,1114031,509796,854848,12494977,1483378,450356,127437,322919,440502,857047,397145,459902,258757,175975,657599,825779,760350,426484,5325,73858,700,120849,95812,313615,627051,834478,182466,286652,230493,134867,446384,329855,138300,191555,116529,56814,59715,1078666,95972,331430,651264,565618,251098,314520,3123,6592,118714,88166,58011,69024,104295,62733,54960,(X),32740,174161,358717,1459064,2021,ILLINOIS
16,6550921,1555165,405524,1149641,1547254,3971129,1437905,2533224,1452775,1024627,3230938,3319983,5332099,606242,10749,155684,2208,164066,279873,482256,5111054,4418705,441262,1444692,1286376,1246375,3378985,3220456,1699041,1521415,158529,85845,72684,5177545,2313974,1217566,1646005,1309891,646638,663253,2151,5475,178240,249082,145740,170454,222172,178230,158347,7687,564006,291084,454801,6537175,819005,261181,77763,183418,253572,478890,231505,247385,121197,78934,362924,456081,551790,156589,2171,22875,324,34715,50541,93462,511810,435032,102342,170658,112123,49909,236789,189000,79067,109933,47789,22848,24941,583375,54550,200694,328131,321919,142686,179233,2145,5313,84223,46729,33024,41422,55532,28837,24694,(X),19251,114489,188179,808683,2021,INDIANA
17,3084598,728623,191488,537135,725051,1835310,659872,1175438,728527,520665,1539301,1545297,2716065,110945,10337,77271,4092,45741,120147,198024,2605390,2085420,146358,631234,681583,626245,1663886,1600043,846522,753521,63843,34689,29154,2441560,1156964,594748,689848,669979,339045,330934,844,2622,111633,125996,69707,78331,105456,85916,89474,7346,293749,162705,213525,3075439,339695,94948,28244,66704,91559,206598,108869,97729,55907,38149,151946,187749,261729,32909,2364,10682,972,7897,23142,35442,242203,178521,30084,69765,54855,23817,114397,94864,39179,55685,19533,9659,9874,254406,24646,99992,129768,156494,69691,86803,841,2506,51884,21378,13054,16350,22925,13304,14252,(X),9729,66129,80636,332621,2021,IOWA
18,2850702,701202,181713,519489,697691,1702062,633744,1068318,634443,447438,1420484,1430218,2325916,154517,20058,86227,2105,87457,174422,353974,2136869,1886753,154033,476854,598337,657529,1497905,1438346,761074,677272,59559,32530,27029,2230240,1057408,524840,647992,565295,282038,283257,749,2625,94249,104348,60189,63645,89785,75942,73763,7324,250414,130503,184378,2845409,327209,98903,29476,69427,95563,194437,105242,89195,51121,33869,144459,182750,226595,36702,3904,11713,434,17635,30226,65210,194292,165687,33841,57185,50938,23723,108811,91371,39294,52077,17440,8553,8887,238181,27907,89293,120981,135467,60157,75310,740,2573,45501,18504,11090,13694,21030,11243,11092,(X),10865,55240,69362,323521,2021,KANSAS
